date,open,high,low,close,volume
2009/1/26,8078.04,8231.68,8023.16,8116.03,316716768
2009/1/27,8117.39,8225.79,8083.14,8174.73,247747319
2009/1/28,8175.93,8405.87,8175.93,8375.45,357935947
2009/1/29,8373.06,8373.14,8137.94,8149.01,247446426
2009/1/30,8149.01,8195.76,7961.92,8000.86,303156248
2009/2/2,8000.62,8000.62,7867.37,7936.83,293885384
2009/2/3,7936.99,8111.57,7905.52,8078.36,313086569
2009/2/4,8070.32,8162.15,7929.26,7956.66,345515903
2009/2/5,7954.83,8107.83,7845.31,8063.07,390974383
2009/2/6,8056.38,8312.37,8052.24,8280.59,396377405
2009/2/9,8281.38,8315.07,8196.24,8270.87,289278993
2009/2/10,8269.36,8269.44,7848.74,7888.88,449893576
2009/2/11,7887.05,7983.74,7852.16,7939.53,270283855
2009/2/12,7931.97,7938.82,7693.98,7932.76,331956649
2009/2/13,7933,7970.84,7840.45,7850.41,251958200
2009/2/17,7845.63,7845.63,7551.01,7552.6,332848413
2009/2/18,7546.35,7617.76,7479.97,7555.63,268217273
2009/2/19,7555.23,7614.97,7447.55,7465.95,301476548
2009/2/20,7461.49,7469.29,7249.47,7365.67,584899403
2009/2/23,7365.99,7441.02,7105.94,7114.78,406147473
2009/2/24,7115.34,7378.97,7114.3,7350.94,468014533
2009/2/25,7349.58,7404.94,7156.68,7270.89,450271157
2009/2/26,7269.06,7402.31,7173.56,7182.08,321301928
2009/2/27,7180.97,7195.46,7033.62,7062.93,667954045
2009/3/2,7056.48,7058.95,6755.17,6763.29,568668618
2009/3/3,6764.81,6855.29,6705.63,6726.02,445283252
2009/3/4,6726.5,6979.22,6726.42,6875.84,464828107
2009/3/5,6874.01,6874.01,6544.1,6594.44,509770698
2009/3/6,6595.16,6755.17,6469.95,6626.94,425166780
2009/3/9,6625.74,6709.61,6516.86,6547.05,365989295
2009/3/10,6547.01,6926.49,6546.61,6926.49,640023782
2009/3/11,6923.13,7015.06,6867.55,6930.4,524426861
2009/3/12,6932.39,7184.71,6872.25,7170.06,488687542
2009/3/13,7167.35,7242.62,7105.86,7223.98,479009777
2009/3/16,7225.33,7392.91,7206.85,7216.97,586973800
2009/3/17,7218,7396.81,7172.05,7395.7,391883043
2009/3/18,7395.7,7571.64,7257.27,7486.58,584112518
2009/3/19,7489.68,7548.46,7369.26,7400.8,559917522
2009/3/20,7402.31,7460.93,7257.83,7278.38,672952635
2009/3/23,7279.25,7780.72,7278.78,7775.86,515597038
2009/3/24,7773.47,7796.57,7646.99,7659.97,379672520
2009/3/25,7659.81,7863.63,7550.06,7749.81,454092176
2009/3/26,7752.36,7931.33,7752.28,7924.56,397262102
2009/3/27,7922.57,7922.57,7735.95,7776.18,32364510
2009/3/30,7773.31,7773.39,7437.59,7522.02,383259993
2009/3/31,7523.77,7725.36,7523.45,7608.92,399840734
2009/4/1,7606.13,7789,7483.87,7761.6,361336687
2009/4/2,7763.99,8075.73,7763.99,7978.08,442817575
2009/4/3,7980.63,8019.5,7897.24,8017.59,308209779
2009/4/6,8016.16,8016.16,7862.2,7975.85,247403527
2009/4/7,7968.92,7969.08,7762.08,7789.56,276924034
2009/4/8,7788.68,7887.52,7750.85,7837.11,255350631
2009/4/9,7839.89,8087.28,7839.89,8083.38,462064234
2009/4/13,8082.02,8113.41,7963.75,8057.81,424246569
2009/4/14,8057.41,8057.41,7902.26,7920.18,513009496
2009/4/15,7914.92,8041.32,7870.48,8029.62,413275523
2009/4/16,8029.14,8168.12,7962.71,8125.43,359473599
2009/4/17,8125.43,8190.66,8086.88,8131.33,537674431
2009/4/20,8128.94,8128.94,7840.45,7841.73,453661256
2009/4/21,7841.73,7979.2,7791.95,7969.56,424027767
2009/4/22,7964.78,8044.83,7868.01,7886.57,387027069
2009/4/23,7886.81,7979.44,7804.21,7957.06,327239969
2009/4/24,7957.45,8127.5,7957.45,8076.29,402723198
2009/4/27,8073.82,8122.56,7987.16,8025,282994601
2009/4/28,8023.56,8091.66,7938.98,8016.95,274713160
2009/4/29,8018.31,8257.57,8017.91,8185.73,300335193
2009/4/30,8188.51,8307.51,8136.9,8168.12,341401038
2009/5/1,8167.41,8219.81,8099.31,8212.41,237360399
2009/5/4,8213.6,8434.86,8213.6,8426.74,354488021
2009/5/5,8425.55,8458.12,8362.78,8410.65,311489963
2009/5/6,8403.48,8518.57,8403,8512.28,454484672
2009/5/7,8513.56,8577.19,8358,8409.85,476636674
2009/5/8,8410.73,8587.55,8410.73,8574.65,428422880
2009/5/11,8569.23,8569.23,8410.33,8418.77,332633141
2009/5/12,8419.17,8517.46,8365.65,8469.11,334835673
2009/5/13,8461.8,8462.04,8262.43,8284.89,336929371
2009/5/14,8285.92,8376.64,8273.9,8331.32,323796119
2009/5/15,8326.22,8394.96,8230.17,8268.64,308820870
2009/5/18,8270.15,8511.88,8270.15,8504.08,288282775
2009/5/19,8502.48,8538.01,8463.54,8474.85,277714837
2009/5/20,8471.82,8591.93,8405.47,8422.04,468638131
2009/5/21,8416.07,8416.15,8221.01,8292.13,302284037
2009/5/22,8292.21,8364.14,8257.17,8277.32,244188812
2009/5/26,8275.33,8495.71,8226.9,8473.49,314758866
2009/5/27,8473.65,8496.59,8289.35,8300.02,285988475
2009/5/28,8300.5,8434.62,8246.58,8403.8,290734564
2009/5/29,8404.04,8522.95,8368.52,8500.33,361905799
2009/6/1,8501.53,8760.7,8501.29,8721.44,354833758
2009/6/2,8721.6,8787.13,8693.72,8740.87,257555545
2009/6/3,8740.07,8740.39,8598.38,8675.28,252159156
2009/6/4,8665.72,8751.25,8634.57,8750.24,237795215
2009/6/5,8751.75,8839.4,8700.41,8763.13,254968265
2009/6/8,8759.35,8823.97,8633.07,8764.49,189630104
2009/6/9,8764.83,8803.26,8725.12,8763.06,187934793
2009/6/10,8763.66,8834.93,8639.95,8739.02,219918997
2009/6/11,8736.23,8877.93,8736.23,8770.92,249902396
2009/6/12,8770.01,8805.53,8716.73,8799.26,164016223
2009/6/15,8798.5,8798.5,8577.9,8612.13,230222390
2009/6/16,8612.44,8643.65,8499.38,8504.67,240692345
2009/6/17,8504.36,8563.01,8461.29,8497.18,237869091
2009/6/18,8496.73,8590.52,8475.12,8555.6,220052653
2009/6/19,8556.96,8616.59,8496.73,8539.73,528713983
2009/6/22,8538.52,8538.83,8334.55,8339.01,291244557
2009/6/23,8340.44,8370.9,8286.41,8322.91,237150516
2009/6/24,8323.51,8428.41,8259.88,8299.86,189427431
2009/6/25,8299.25,8490.46,8259.43,8472.4,222544428
2009/6/26,8468.54,8468.77,8401.36,8438.39,307644546
2009/6/29,8440.13,8533.23,8429.09,8529.38,216480791
2009/6/30,8528.93,8560.44,8393.95,8447,233343171
2009/7/1,8447.53,8580.47,8447.53,8504.06,184598465
2009/7/2,8503,8503.23,8280.74,8280.74,157795974
2009/7/6,8279.3,8327.97,8205.99,8324.87,206904913
2009/7/7,8324.95,8326.31,8154.38,8163.6,210875264
2009/7/8,8157.02,8219.52,8087.19,8178.41,325253218
2009/7/9,8179.01,8228.67,8145.31,8183.17,192660948
2009/7/10,8182.49,8183.85,8093.31,8146.52,174256128
2009/7/13,8146.82,8331.68,8130.42,8331.68,253519516
2009/7/14,8331.37,8361.23,8285.2,8359.49,189165970
2009/7/15,8363.95,8628.23,8363.95,8616.21,304995547
2009/7/16,8612.66,8739.55,8584.4,8711.82,216579694
2009/7/17,8711.89,8754.29,8674.41,8743.94,301413216
2009/7/20,8746.05,8854.8,8745.9,8848.15,213730902
2009/7/21,8848.15,8927.13,8811.27,8915.94,218906256
2009/7/22,8912.39,8949.8,8860.32,8881.26,199007253
2009/7/23,8882.31,9096.72,8866.44,9069.29,274761484
2009/7/24,9066.11,9100.88,9007.39,9093.24,214306666
2009/7/27,9093.09,9123.4,9034.52,9108.51,176836202
2009/7/28,9106.92,9124.91,9007.47,9096.72,198271817
2009/7/29,9092.34,9094.83,9014.19,9070.72,190509330
2009/7/30,9072.84,9246.43,9072.61,9154.46,232412364
2009/7/31,9154.61,9218.77,9133.45,9171.61,265574365
2009/8/3,9173.65,9298.43,9173.65,9286.56,221688361
2009/8/4,9285.05,9321.1,9250.74,9320.19,195986238
2009/8/5,9315.36,9318.08,9206.45,9280.97,236614644
2009/8/6,9277.19,9325.11,9208.8,9256.26,244445383
2009/8/7,9258.45,9437.71,9258.45,9370.07,216596806
2009/8/10,9368.41,9371.96,9290.34,9337.95,161365306
2009/8/11,9334.33,9334.33,9216.88,9241.45,171375169
2009/8/12,9236.06,9424.11,9221.02,9361.61,197420809
2009/8/13,9362.29,9406.5,9305.31,9398.19,145615907
2009/8/14,9398.04,9401.97,9232.83,9321.4,172778707
2009/8/17,9313.85,9313.85,9116.52,9135.34,207096674
2009/8/18,9134.36,9233.51,9134.36,9217.94,158533045
2009/8/19,9208.68,9313.09,9131.94,9279.16,176905426
2009/8/20,9278.55,9363.95,9267.97,9350.05,151740990
2009/8/21,9347.86,9519.11,9347.25,9505.96,293528533
2009/8/24,9506.18,9587.73,9486.23,9509.28,190588612
2009/8/25,9509.21,9620,9508.98,9539.29,173892994
2009/8/26,9538.61,9582.97,9485.78,9543.52,154665201
2009/8/27,9541.63,9609.72,9459.4,9580.63,163977429
2009/8/28,9582.74,9630.2,9495.98,9544.2,205767832
2009/8/31,9542.91,9543.06,9436.13,9496.28,201604469
2009/9/1,9492.32,9557.95,9292.08,9310.6,267680468
2009/9/2,9306.21,9330.93,9262.3,9280.67,175204886
2009/9/3,9282.03,9350.27,9252.93,9344.61,168746474
2009/9/4,9345.36,9445.72,9321.63,9441.27,152399156
2009/9/8,9440.13,9511.02,9439.98,9497.34,202374619
2009/9/9,9496.59,9577.22,9476.18,9547.22,190820966
2009/9/10,9546.54,9633,9508.22,9627.48,234133942
2009/9/11,9625.44,9649.85,9571.56,9605.41,196756275
2009/9/14,9598.08,9631.11,9535.96,9626.8,196482346
2009/9/15,9626.42,9713.71,9580.93,9683.41,224029306
2009/9/16,9683.71,9799.72,9679.18,9791.71,241273669
2009/9/17,9789.82,9854.58,9749.46,9783.92,225474901
2009/9/18,9784.75,9847.71,9784.68,9820.2,424931440
2009/9/21,9818.61,9818.69,9725.88,9778.86,172832256
2009/9/22,9779.61,9843.4,9771.91,9829.87,194622198
2009/9/23,9830.63,9917.99,9740.84,9748.55,233326590
2009/9/24,9749.99,9805.39,9666.03,9707.44,201893636
2009/9/25,9706.68,9735.93,9641.01,9665.19,189352139
2009/9/28,9663.23,9823.67,9663.23,9789.36,163782188
2009/9/29,9789.74,9834.48,9739.11,9742.2,153992774
2009/9/30,9741.83,9776.82,9608.59,9712.28,268394456
2009/10/1,9711.6,9711.67,9500.37,9509.28,266994498
2009/10/2,9507.62,9524.78,9430.08,9487.67,219746055
2009/10/5,9488.73,9625.06,9481.09,9599.75,173849793
2009/10/6,9601.26,9774.32,9601.26,9731.25,206022731
2009/10/7,9725.69,9740.32,9675.62,9725.58,167646637
2009/10/8,9728.22,9836.67,9728.07,9786.87,209583072
2009/10/9,9786.04,9865.01,9764.88,9864.94,161119768
2009/10/12,9865.24,9931.82,9849.37,9885.8,158847345
2009/10/13,9883.98,9895.09,9815.06,9871.06,211506556
2009/10/14,9873.55,10027.73,9873.48,10015.86,284807043
2009/10/15,10014.88,10062.94,9977.47,10062.94,252476764
2009/10/16,10061.36,10061.66,9939.91,9995.91,307773340
2009/10/19,9996.67,10117.96,9995.15,10092.19,186243476
2009/10/20,10092.42,10098.39,9992.81,10041.48,214501881
2009/10/21,10038.84,10119.47,9943.76,9949.36,251047178
2009/10/22,9946.18,10105.19,9916.78,10081.31,231904880
2009/10/23,10099.9,10109.57,9932.5,9972.18,305672768
2009/10/26,9972.33,10072.32,9849.45,9867.96,270049678
2009/10/27,9868.34,9947.54,9837.96,9882.17,237055730
2009/10/28,9881.11,9902.42,9758.08,9762.69,257367774
2009/10/29,9762.91,9969.91,9759.13,9962.58,248949710
2009/10/30,9961.52,9962.13,9684.54,9712.73,327980165
2009/11/2,9712.13,9858.59,9678.95,9789.44,242458740
2009/11/3,9787.47,9787.47,9703.89,9771.91,231520046
2009/11/4,9767.3,9928.04,9767.14,9802.14,224128241
2009/11/5,9807.8,10013.07,9807.8,10005.96,211037081
2009/11/6,10001.35,10044.5,9936.81,10023.42,181007307
2009/11/9,10020.62,10228.23,10020.62,10226.94,227468586
2009/11/10,10223.01,10260.8,10197.69,10246.97,193952985
2009/11/11,10247.42,10341.97,10246.14,10291.26,166916771
2009/11/12,10289.82,10321.64,10171.24,10197.47,183810735
2009/11/13,10197.85,10305.69,10192.03,10270.47,167282485
2009/11/16,10267.53,10434.24,10267.45,10406.96,202566126
2009/11/17,10404.77,10438.17,10361.99,10437.42,158318226
2009/11/18,10426.27,10432.66,10360.1,10426.31,166342296
2009/11/19,10425.33,10425.33,10256.11,10332.44,196245441
2009/11/20,10327.91,10342.72,10271.68,10318.16,230430293
2009/11/23,10320.13,10495.61,10320.05,10450.95,182347889
2009/11/24,10451.25,10453.97,10359.58,10433.71,163746641
2009/11/25,10432.96,10481.48,10420.94,10464.4,130080339
2009/11/27,10452.23,10452.23,10231.25,10309.92,130293645
2009/11/30,10309.77,10364.34,10263.29,10344.84,223576049
2009/12/1,10343.82,10501.28,10343.44,10471.58,190219357
2009/12/2,10470.44,10513.52,10421.47,10452.68,159501469
2009/12/3,10455.63,10507.63,10350.05,10366.15,243970136
2009/12/4,10368.57,10516.7,10311.81,10388.9,460658589
2009/12/7,10386.86,10443.16,10360.18,10390.11,19657797
2009/12/8,10385.42,10385.65,10249.84,10285.97,221774698
2009/12/9,10282.85,10342.27,10235.63,10337.05,188605901
2009/12/10,10336,10444.6,10335.77,10405.83,195906049
2009/12/11,10403.41,10484.05,10400.08,10471.5,179968842
2009/12/14,10471.28,10514.66,10471.28,10501.05,154359615
2009/12/15,10499.31,10499.31,10426.69,10452,187559963
2009/12/16,10449.81,10509.97,10427.59,10441.12,208305759
2009/12/17,10439.99,10440.06,10307.96,10308.26,198858527
2009/12/18,10309.39,10372.35,10263.9,10328.89,480075353
2009/12/21,10330.1,10458.05,10329.8,10414.14,164467582
2009/12/22,10414.67,10479.82,10414.59,10464.93,135075193
2009/12/23,10464.32,10492.06,10437.8,10466.44,112455354
2009/12/24,10467.12,10522.06,10461.68,10520.1,52674227
2009/12/28,10517.91,10551.61,10506.34,10547.08,102007456
2009/12/29,10547.83,10580.33,10544.28,10545.41,92887099
2009/12/30,10544.36,10550.7,10505.66,10548.51,110160283
2009/12/31,10548.51,10555.01,10423.13,10428.05,137941788
2010/1/4,10430.69,10604.97,10430.69,10583.96,179781702
2010/1/5,10584.56,10584.56,10522.52,10572.02,188542224
2010/1/6,10564.72,10594.99,10546.55,10573.68,186042927
2010/1/7,10571.11,10612.37,10505.21,10606.86,217391185
2010/1/8,10606.4,10619.4,10554.33,10618.19,172712171
2010/1/11,10620.31,10676.23,10591.59,10663.99,182045111
2010/1/12,10662.86,10663.08,10568.84,10627.26,219299782
2010/1/13,10628.09,10709.26,10614.49,10680.77,202846260
2010/1/14,10680.16,10723.77,10666.86,10710.55,201316564
2010/1/15,10706.99,10709.94,10561.06,10609.65,362926194
2010/1/19,10608.37,10729.89,10591.97,10725.43,192151977
2010/1/20,10719.69,10719.92,10517.3,10603.15,203272322
2010/1/21,10603.91,10614.94,10374.69,10389.88,304288874
2010/1/22,10389.58,10389.58,10157.64,10172.98,323660573
2010/1/25,10175.1,10256.87,10171.77,10196.86,215331500
2010/1/26,10195.35,10285.13,10155.6,10194.29,217297012
2010/1/27,10194.29,10255.06,10104.36,10236.16,262171774
2010/1/28,10236.92,10258.83,10055.08,10120.46,240051036
2010/1/29,10122.04,10239.34,10043.75,10067.33,316897446
2010/2/1,10068.99,10190.89,10068.91,10185.53,198428938
2010/2/2,10186.13,10314.84,10173.59,10296.85,237139904
2010/2/3,10291.73,10307.2,10231.93,10270.55,198939470
2010/2/4,10273.12,10273.12,9998.03,10002.18,304246435
2010/2/5,10003.69,10031.96,9835.09,10012.23,308320075
2010/2/8,10005.43,10028.56,9904.09,9908.39,216271160
2010/2/9,9910.28,10139.43,9910.06,10058.64,236211628
2010/2/10,10055.46,10085.54,9962.96,10038.38,178601047
2010/2/11,10037.85,10161.57,9976.71,10144.19,194473567
2010/2/12,10137.23,10137.39,9983.82,10099.14,296514677
2010/2/16,10100.81,10279.54,10100.81,10268.81,234898146
2010/2/17,10261.48,10320.13,10261.48,10309.24,193265969
2010/2/18,10309.39,10406.58,10294.51,10392.9,185314108
2010/2/19,10387.77,10438.55,10339.17,10402.35,241749645
2010/2/22,10402.43,10433.64,10368.95,10383.38,158442402
2010/2/23,10383.16,10411.12,10267.83,10282.41,190737314
2010/2/24,10284,10393.51,10283.93,10374.16,181445660
2010/2/25,10366.6,10366.68,10185.83,10321.03,242552692
2010/2/26,10321.41,10353.45,10272.29,10325.26,282115901
2010/3/1,10326.1,10413.99,10326.1,10403.79,173754869
2010/3/2,10404.16,10456.92,10389.43,10405.98,217178159
2010/3/3,10406.28,10469.54,10376.58,10396.76,183286008
2010/3/4,10396.53,10452.38,10390.86,10444.14,165735700
2010/3/5,10445.13,10571.94,10445.05,10566.2,184269349
2010/3/8,10563.78,10587.74,10542.39,10552.52,171783197
2010/3/9,10552.24,10612.6,10533.93,10564.38,219857400
2010/3/10,10560.13,10601.79,10526.52,10567.33,186565748
2010/3/11,10560.98,10611.84,10507.17,10611.84,149994299
2010/3/12,10611.77,10644.95,10594.84,10624.69,166141983
2010/3/15,10623.41,10644.19,10570.51,10642.15,160571460
2010/3/16,10642.53,10693.99,10621.9,10685.98,227418248
2010/3/17,10686.36,10767.98,10686.36,10733.67,194188842
2010/3/18,10733.44,10784,10728.15,10779.17,153283815
2010/3/19,10780,10819.9,10694.22,10741.98,434188162
2010/3/22,10741,10809.85,10695.13,10785.89,157199000
2010/3/23,10787.18,10893.89,10784.76,10888.83,189141689
2010/3/24,10887.62,10887.84,10825.42,10836.15,195566515
2010/3/25,10837.51,10955.48,10834.19,10841.21,200329986
2010/3/26,10841.29,10909.38,10816.43,10850.36,175488230
2010/3/29,10849.23,10916.64,10849.23,10895.86,136708813
2010/3/30,10895.02,10940.22,10866.83,10907.42,148806366
2010/3/31,10907.34,10907.42,10832.83,10856.63,197062489
2010/4/1,10857.31,10956.39,10857.31,10927.07,159511712
2010/4/5,10927.45,10988.06,10923.97,10973.55,139480052
2010/4/6,10972.49,10987.38,10927.52,10969.99,159958407
2010/4/7,10961.95,10962.66,10845.45,10897.52,186966822
2010/4/8,10896.99,10949.36,10844.09,10927.07,158932477
2010/4/9,10926.92,11000.98,10926.92,10997.35,150663625
2010/4/12,10995.24,11029.77,10992.82,11005.97,153943994
2010/4/13,11006.72,11038.92,10947.77,11019.42,183946056
2010/4/14,11020.7,11125.22,11020.63,11123.11,223918338
2010/4/15,11122.96,11154.55,11096.2,11144.57,203712750
2010/4/16,11143.66,11153.79,10973.92,11018.66,373954936
2010/4/19,11018.36,11095.3,10977.85,11092.05,214847315
2010/4/20,11093.11,11146.08,11081.47,11117.06,175169668
2010/4/21,11116.91,11153.72,11071.34,11124.92,188883365
2010/4/22,11119.78,11149.86,11016.4,11134.29,214697798
2010/4/23,11132.18,11205.64,11105.65,11204.28,207380329
2010/4/26,11205.11,11258.01,11187.65,11205.03,191924045
2010/4/27,11203.67,11218.86,10973.17,10991.99,263395987
2010/4/28,10988.87,11078.52,10965.38,11045.27,236760411
2010/4/29,11045.64,11197.32,11041.64,11167.32,194312160
2010/4/30,11168.23,11197.93,10999.69,11008.61,255132491
2010/5/3,11009.6,11177.67,11009.6,11151.83,178078822
2010/5/4,11149.48,11149.48,10869.25,10926.77,242096575
2010/5/5,10918.4,10946.79,10814.84,10868.12,218831496
2010/5/6,10862.22,10879.76,9869.62,10520.32,459882732
2010/5/7,10519.42,10579.12,10241.23,10380.43,428725169
2010/5/10,10386.18,10835.17,10386.03,10785.14,313354000
2010/5/11,10780,10874.54,10685.38,10748.26,223949322
2010/5/12,10742.15,10909.08,10742.15,10896.91,196625961
2010/5/13,10896.61,10920.27,10771.69,10782.95,201475028
2010/5/14,10780.68,10780.75,10537.25,10620.16,256495923
2010/5/17,10616.98,10660.97,10436.06,10625.83,221910894
2010/5/18,10625.45,10718.86,10482.2,10510.95,246374123
2010/5/19,10505.7,10522.52,10324.66,10444.37,266343224
2010/5/20,10440.21,10440.21,10065.36,10068.01,360348622
2010/5/21,10063.93,10198.53,9918.82,10193.39,438219485
2010/5/24,10193.46,10196.41,10052.67,10066.57,211429231
2010/5/25,10061.43,10061.66,9774.48,10043.75,316964495
2010/5/26,10045.11,10179.03,9952.68,9974.45,316081112
2010/5/27,9971.73,10264.2,9971.73,10258.99,264773539
2010/5/28,10258,10258,10095.9,10136.63,243723703
2010/6/1,10133.94,10218.33,10013.9,10024.02,221896377
2010/6/2,10025.61,10254.22,10025.61,10249.54,200849912
2010/6/3,10250.67,10315.21,10175.02,10255.28,176866145
2010/6/4,10249.61,10249.69,9889.88,9931.97,256598987
2010/6/7,9931.75,9982.38,9810.3,9816.49,222939990
2010/6/8,9812.94,9953.66,9757.55,9939.98,259677934
2010/6/9,9941.57,10065.14,9867.73,9899.25,222681186
2010/6/10,9901.67,10185.83,9901.67,10172.53,221733887
2010/6/11,10166.78,10215.98,10082.71,10211.07,187888301
2010/6/14,10211.83,10328.67,10186.21,10190.89,177924353
2010/6/15,10192.4,10408.32,10192.4,10404.77,203166021
2010/6/16,10404.24,10429.03,10332.6,10409.46,165697705
2010/6/17,10409.98,10441.2,10319.22,10434.17,181067504
2010/6/18,10435,10483.44,10424.49,10450.64,338018320
2010/6/21,10452.46,10594.16,10395.55,10442.41,165188841
2010/6/22,10441.95,10493.57,10283.4,10293.52,175751096
2010/6/23,10293.3,10368.04,10227.24,10298.44,195104994
2010/6/24,10297.08,10298.06,10128.85,10152.8,244441632
2010/6/25,10153.48,10202.91,10081.08,10143.81,434501419
2010/6/28,10143.05,10201.93,10101.41,10138.52,164104053
2010/6/29,10135.72,10135.8,9811.92,9870.3,290503256
2010/6/30,9868.34,9908.92,9753.84,9774.02,235086771
2010/7/1,9773.27,9795.48,9621.89,9732.53,262824114
2010/7/2,9732.23,9770.87,9614.32,9686.48,199565501
2010/7/6,9689.21,9858.13,9659.01,9743.62,216714005
2010/7/7,9736.85,10026.6,9736.7,10018.28,219562329
2010/7/8,10019.26,10139.86,10019.26,10138.99,192216034
2010/7/9,10137.93,10201.77,10118.41,10198.03,134816272
2010/7/12,10199.24,10220.28,10146.49,10216.27,131487257
2010/7/13,10217.55,10407.82,10217.55,10363.02,179044031
2010/7/14,10370.96,10400.1,10303,10366.72,208529198
2010/7/15,10367.1,10379.74,10240.48,10359.31,210003886
2010/7/16,10356.2,10356.2,10079.58,10097.9,335057222
2010/7/19,10098.12,10187.28,10073.68,10154.43,176966763
2010/7/20,10151.48,10236.4,10007.76,10229.96,194405988
2010/7/21,10226.02,10265.54,10065.5,10120.53,203897050
2010/7/22,10121.81,10363.24,10121.81,10322.3,202216523
2010/7/23,10321.16,10441.95,10287.48,10424.62,200002969
2010/7/26,10424.17,10526.79,10414.4,10525.43,178815615
2010/7/27,10525.28,10578.33,10494.86,10537.69,180548659
2010/7/28,10537.01,10548.52,10463.22,10497.88,162068915
2010/7/29,10498.94,10584.99,10387.39,10467.16,202113198
2010/7/30,10465.19,10507.19,10347.5,10465.94,208159136
2010/8/2,10468.82,10692.2,10468.59,10674.38,167642201
2010/8/3,10673.92,10676.95,10600.96,10636.38,164882422
2010/8/4,10630.2,10702.99,10627.53,10680.43,173362154
2010/8/5,10679.67,10679.75,10612.85,10674.98,139607108
2010/8/6,10668.55,10668.7,10515.37,10653.56,154872023
2010/8/9,10654.62,10719.94,10649.4,10698.75,166333515
2010/8/10,10696.63,10700.71,10551.62,10644.25,203489953
2010/8/11,10631.82,10631.9,10367.33,10378.83,219325268
2010/8/12,10361.58,10361.65,10268.71,10319.95,221030905
2010/8/13,10320.33,10354.92,10285.44,10303.15,151616032
2010/8/16,10303.07,10333.12,10209.53,10302.01,146035201
2010/8/17,10297.63,10480.44,10297.47,10405.85,191339173
2010/8/18,10398.59,10472.3,10330.02,10415.54,168558331
2010/8/19,10411.15,10411.15,10216.19,10271.21,227741208
2010/8/20,10270.98,10270.98,10147.24,10213.62,251147169
2010/8/23,10215.51,10304.7,10170.29,10174.41,172969277
2010/8/24,10173.05,10173.05,9991.18,10040.45,223680140
2010/8/25,10040.15,10097.4,9937.98,10060.06,183889305
2010/8/26,10059.9,10104.71,9968.1,9985.81,176328492
2010/8/27,9982.18,10159.88,9936.62,10150.65,207764070
2010/8/30,10145.58,10150.57,10007.68,10009.73,150484268
2010/8/31,10006.42,10073.38,9941.84,10014.72,255417995
2010/9/1,10016.01,10279.08,10016.01,10269.47,205712227
2010/9/2,10270.08,10320.37,10253.96,10320.1,149931903
2010/9/3,10321.92,10451.15,10321.84,10447.93,168599472
2010/9/7,10446.8,10446.8,10332.4,10340.69,149035913
2010/9/8,10338.49,10426.7,10335.69,10387.01,166757540
2010/9/9,10388.14,10476.62,10386.63,10415.24,163589414
2010/9/10,10415.01,10471.28,10403.17,10462.77,140315413
2010/9/13,10458.6,10567.59,10458.6,10544.13,190715523
2010/9/14,10544.73,10588.32,10499.7,10526.49,192411808
2010/9/15,10526.42,10587.8,10480.78,10572.73,167420793
2010/9/16,10571.75,10603.69,10522.48,10594.83,170301326
2010/9/17,10595.51,10650.16,10567.36,10607.85,367228992
2010/9/20,10608.08,10774.13,10608.08,10753.62,157124719
2010/9/21,10753.39,10833.39,10717.74,10761.03,186743445
2010/9/22,10761.11,10805.38,10708.4,10739.31,168591822
2010/9/23,10738.48,10761.94,10640.92,10662.42,156827789
2010/9/24,10664.39,10865.78,10664.31,10860.26,179266510
2010/9/27,10860.03,10873.2,10809.62,10812.04,143908331
2010/9/28,10809.17,10886.21,10728.64,10858.14,167112601
2010/9/29,10857.98,10869.26,10798.88,10835.28,158833681
2010/9/30,10836.04,10948.88,10745.44,10788.05,214536388
2010/10/1,10789.72,10866.54,10780.64,10829.68,161890653
2010/10/4,10828.85,10853.71,10711.12,10751.27,160366486
2010/10/5,10752.78,10965.61,10752.63,10944.72,216244575
2010/10/6,10936.79,10974.16,10918.57,10967.65,163437377
2010/10/7,10968.41,10998.53,10892.76,10948.58,141922141
2010/10/8,10948.5,11032.17,10929.28,11006.48,152279348
2010/10/11,11006.93,11030.5,10977.9,11010.34,114830029
2010/10/12,11010.79,11053.21,10913.84,11020.4,155152234
2010/10/13,11022.82,11155.23,11022.07,11096.08,224916510
2010/10/14,11096.99,11112.2,11023.54,11094.57,196166559
2010/10/15,11096.01,11141.19,11010.68,11062.78,319209856
2010/10/18,11062.63,11159.05,11054.76,11143.69,190291958
2010/10/19,11139.6,11139.6,10917.62,10978.62,247643295
2010/10/20,10974.52,11152.88,10970.89,11107.97,220140233
2010/10/21,11105.24,11213.54,11066.19,11146.57,178063555
2010/10/22,11146.41,11159.05,11109.25,11132.56,104574033
2010/10/25,11133.4,11247.6,11132.34,11164.05,168112548
2010/10/26,11163.14,11184.82,11087,11169.46,159037998
2010/10/27,11168.4,11168.4,11020.82,11126.28,167084701
2010/10/28,11127.34,11179.34,11052.6,11113.95,156249239
2010/10/29,11120.45,11131.01,11075.8,11118.49,189651523
2010/11/1,11120.3,11244.27,11062.33,11124.62,150126990
2010/11/2,11125.22,11219.52,11125.22,11188.72,150388230
2010/11/3,11184.88,11226.64,11097.37,11215.13,177579391
2010/11/4,11216.65,11440.37,11216.65,11434.84,234683218
2010/11/5,11435.22,11451.53,11393.52,11444.08,211673103
2010/11/8,11439.54,11439.61,11362.53,11406.84,143993477
